Text	Label
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's grab lunch on Wednesday? OK! Where should we go? I don't know. How about the Japanese place? OK! When? 8 pm? Sorry, I can't. 5 pm? OK! See you then!""]"	[[26, 27], [28, 29], [64, 65], [46, 48]]
"[""Yo, what's up? Nothing much. Would you want to catch up on Saturday? Sure! Where do you want to go? I don't know. How about your place? Sure. When? 2 am? Sorry, I can't. Let's do 6 am? Sure. See you then!""]"	[[15, 16], [17, 18], [58, 59], [37, 38]]
"[""Yo, what's up? Nothing much. Would you want to go swimming on Friday? Sure! Where do you want to go? I don't know. How about the mall? Great. When should we meet? Let's do 2 pm? Sorry, I can't. 11 pm? Sounds good. See you then!""]"	[[15, 16], [17, 18], [61, 62], [37, 38]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a play on Monday? OK! Where should we go? I don't know. How about your place? Ok. What time? 4 am? Sorry, I can't. How about midnight, noon? Great. See you then!""]"	[[26, 28], [29, 30], [67, 69], [47, 48]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to hang out on Tuesday? Great. Where do you want to go? I don't know. How about the Japanese place? Ok. What time? How about midnight, noon? Sorry, I can't. 5 pm? OK! See you then!""]"	[[27, 28], [29, 30], [71, 72], [49, 51]]
"[""Yo, what's up? Nothing much. Would you want to go somewhere on Thursday? Great. Where should we go? I don't know. How about your place? Sure. What time? You free 1 am? Sorry, I can't. How about 3 pm? Sounds good. See you then!""]"	[[15, 16], [17, 18], [57, 58], [35, 36]]
"[""Yo, what's up? Nothing much. Would you want to see a game on Tuesday? OK! Where should we meet? I don't know. How about the Italian restaurant? Sure. When should we meet? You free 12 pm? Sorry, I can't. You free 5 am? Sure. See you then!""]"	[[15, 17], [18, 19], [61, 62], [36, 38]]
"[""Yo, what's up? Nothing much. Do you want to grab lunch on Saturday? Sure. Where? I don't know. How about a bar? Sure! When should we meet? Let's do 1 am? Sorry, I can't. How about 5 pm? Great. See you then!""]"	[[15, 16], [17, 18], [58, 59], [32, 33]]
"[""Sup! Sup. Do you want to do something today? Sounds good. Where should we go? I don't know. How about my place? Sounds good. When should we meet? How about 5 am? Sorry, I can't. How about 12 pm? Sure! See you then!""]"	[[11, 12], [13, 13], [56, 57], [31, 32]]
"[""Heyo! Would you want to bake tomorrow? Great. Where should we go? I don't know. How about the mall? Sounds good. When should we meet? Let's do 1 pm? Sorry, I can't. How about 12 pm? Great. See you then!""]"	[[8, 9], [10, 10], [54, 55], [27, 28]]
"[""Heyo! Do you want to see a concert on Wednesday? OK! Where? I don't know. How about the Italian restaurant? Ok. When should we meet? You free 10 am? Sorry, I can't. How about midnight, noon? Great. See you then!""]"	[[8, 10], [11, 12], [51, 53], [26, 28]]
"[""Yo, what's up? Nothing much. Let's see a game on Thursday? Great. Where? I don't know. How about a bar? Sure! When? Let's do 7 am? Sorry, I can't. How about 9 am? Ok. See you then!""]"	[[14, 16], [17, 18], [55, 56], [32, 33]]
"[""Heyo! Would you want to do something on Wednesday? Great. Where should we go? I don't know. How about Daan Park? Sounds good. When should we meet? Let's do 5 pm? Sorry, I can't. How about 12 pm? Sure! See you then!""]"	[[8, 9], [10, 11], [56, 57], [28, 30]]
"[""Yo, what's up? Nothing much. Do you want to bake tomorrow? Great. Where should we go? I don't know. How about the Italian restaurant? OK! What time? How about 1 pm? Sorry, I can't. How about 8 am? OK! See you then!""]"	[[15, 16], [17, 17], [57, 58], [34, 36]]
"[""Hey. Do you want to go to a party on Sunday? Ok. Where do you want to go? I don't know. How about the Japanese place? Ok. What time? How about midnight, noon? Sorry, I can't. You free 10 pm? Great. See you then!""]"	[[7, 10], [11, 12], [55, 56], [31, 33]]
"[""Yo, what's up? Nothing much. Would you want to watch a movie on Saturday? Ok. Where should we go? I don't know. How about the Italian restaurant? Sounds good. When should we meet? Let's do 3 pm? Sorry, I can't. You free 8 am? Sounds good. See you then!""]"	[[15, 17], [18, 19], [64, 65], [36, 38]]
"[""Sup! Sup. Do you want to grab lunch on Thursday? Great. Where do you want to go? I don't know. How about my place? Sure. When? 11 pm? Sorry, I can't. 9 pm? Sure. See you then!""]"	[[11, 12], [13, 14], [50, 51], [33, 34]]
"[""Sup! Sup. Let's grab coffee today? Sounds good. Where? I don't know. How about the train station? OK! When should we meet? 10 pm? Sorry, I can't. 3 am? Ok. See you then!""]"	[[10, 11], [12, 12], [48, 49], [27, 29]]
"[""Yo, what's up? Nothing much. Let's grab coffee on Saturday? Sounds good. Where should we go? I don't know. How about Daan Park? Sure. When? How about 11 pm? Sorry, I can't. Let's do 2 am? Sounds good. See you then!""]"	[[14, 15], [16, 17], [59, 60], [35, 37]]
"[""Hey. Would you want to go somewhere on Friday? Great. Where should we go? I don't know. How about a bar? Sure. When should we meet? 7 pm? Sorry, I can't. You free 8 am? Sure. See you then!""]"	[[7, 8], [9, 10], [49, 50], [27, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to grab coffee today? Great. Where do you want to go? I don't know. How about the train station? Sounds good. What time? You free 2 pm? Sorry, I can't. How about 12 pm? Sure. See you then!""]"	[[27, 28], [29, 29], [72, 73], [48, 50]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a game on Sunday? Great. Where should we go? I don't know. How about your place? Sounds good. What time? 10 pm? Sorry, I can't. How about 4 pm? Sounds good. See you then!""]"	[[27, 29], [30, 31], [69, 70], [48, 49]]
"[""Yo, what's up? Nothing much. Do you want to watch a movie today? Sure! Where do you want to go? I don't know. How about the theme park? Sounds good. When should we meet? Let's do 3 am? Sorry, I can't. How about 4 pm? Sure. See you then!""]"	[[15, 17], [18, 18], [65, 66], [37, 39]]
"[""Hey. Would you want to go somewhere on Wednesday? Sure! Where should we meet? I don't know. How about my place? Great. When? 10 pm? Sorry, I can't. You free 3 pm? Great. See you then!""]"	[[7, 8], [9, 10], [46, 47], [27, 28]]
"[""Hey. Let's catch up on Thursday? Sure! Where should we meet? I don't know. How about the mall? Sure! When should we meet? How about 7 pm? Sorry, I can't. You free 5 pm? Sounds good. See you then!""]"	[[6, 7], [8, 9], [50, 51], [26, 27]]
"[""Sup! Sup. Let's ice skating on Wednesday? OK! Where do you want to go? I don't know. How about a coffee shop? Ok. When? 9 pm? Sorry, I can't. 12 pm? Sure. See you then!""]"	[[10, 11], [12, 13], [50, 51], [32, 34]]
"[""Hey. Would you want to go to a party on Tuesday? OK! Where do you want to go? I don't know. How about the Japanese place? Great. What time? Let's do 4 pm? Sorry, I can't. How about 6 am? Sure. See you then!""]"	[[7, 10], [11, 12], [56, 57], [31, 33]]
"[""Yo, what's up? Nothing much. Let's do something tomorrow? Ok. Where do you want to go? I don't know. How about a coffee shop? Sure! What time? Let's do 5 pm? Sorry, I can't. You free 11 am? Ok. See you then!""]"	[[14, 15], [16, 16], [60, 61], [35, 37]]
"[""Sup! Sup. Let's go to a party on Saturday? Great. Where should we go? I don't know. How about the Japanese place? Sure. When? How about 7 am? Sorry, I can't. Let's do 3 pm? Sounds good. See you then!""]"	[[10, 13], [14, 15], [56, 57], [32, 34]]
"[""Heyo! Would you want to go bowling tomorrow? OK! Where should we meet? I don't know. How about the theme park? Great. When should we meet? You free 7 pm? Sorry, I can't. 4 am? Sounds good. See you then!""]"	[[8, 9], [10, 10], [50, 51], [27, 29]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to ice skating on Saturday? Ok. Where should we meet? I don't know. How about a coffee shop? Sure. When? Let's do 5 am? Sorry, I can't. 7 pm? Great. See you then!""]"	[[27, 28], [29, 30], [69, 70], [47, 49]]
"[""Yo, what's up? Nothing much. Do you want to see a concert on Sunday? Great. Where? I don't know. How about your place? Great. What time? You free 5 am? Sorry, I can't. Let's do 12 pm? Great. See you then!""]"	[[15, 17], [18, 19], [57, 58], [33, 34]]
"[""Yo, what's up? Nothing much. Let's go somewhere on Saturday? Sounds good. Where should we go? I don't know. How about a bar? Sure! When? You free midnight, noon? Sorry, I can't. Let's do 12 pm? Sure. See you then!""]"	[[14, 15], [16, 17], [59, 60], [35, 36]]
"[""Hey. Let's do something today? Great. Where do you want to go? I don't know. How about a bar? Ok. When? 10 pm? Sorry, I can't. Let's do 6 pm? Sure. See you then!""]"	[[6, 7], [8, 8], [48, 49], [27, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's watch a movie tomorrow? Sure! Where should we meet? I don't know. How about a club? Sounds good. When should we meet? You free 6 pm? Sorry, I can't. Let's do 4 am? Sure! See you then!""]"	[[26, 28], [29, 29], [73, 74], [46, 47]]
"[""Sup! Sup. Would you want to grab lunch on Saturday? Sounds good. Where should we go? I don't know. How about my place? Great. What time? How about 5 pm? Sorry, I can't. How about 11 am? Sure! See you then!""]"	[[11, 12], [13, 14], [54, 55], [32, 33]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to see a concert on Thursday? Great. Where do you want to go? I don't know. How about the train station? Sure. When should we meet? How about 4 am? Sorry, I can't. 1 am? OK! See you then!""]"	[[27, 29], [30, 31], [73, 74], [50, 52]]
"[""Sup! Sup. Let's bake on Wednesday? Sounds good. Where should we go? I don't know. How about the Japanese place? Sounds good. When should we meet? Let's do 8 am? Sorry, I can't. How about 9 am? OK! See you then!""]"	[[10, 11], [12, 13], [59, 60], [31, 33]]
"[""Sup! Sup. Let's go bowling on Sunday? Sounds good. Where should we go? I don't know. How about the Italian restaurant? OK! When should we meet? How about midnight, noon? Sorry, I can't. Let's do 4 am? Ok. See you then!""]"	[[10, 11], [12, 13], [59, 60], [31, 33]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's bake on Tuesday? Sounds good. Where should we go? I don't know. How about a club? Sounds good. When should we meet? You free 6 pm? Sorry, I can't. Let's do 3 pm? Great. See you then!""]"	[[26, 27], [28, 29], [74, 75], [47, 48]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go bowling on Friday? Sounds good. Where? I don't know. How about the Japanese place? Great. When should we meet? 1 am? Sorry, I can't. How about 2 am? Sure! See you then!""]"	[[26, 27], [28, 29], [67, 68], [44, 46]]
"[""Hey. Do you want to grab lunch tomorrow? Ok. Where? I don't know. How about a bar? Ok. When should we meet? How about 7 pm? Sorry, I can't. Let's do 2 am? OK! See you then!""]"	[[7, 8], [9, 9], [49, 50], [23, 24]]
"[""Heyo! Let's go somewhere tomorrow? Sure. Where should we meet? I don't know. How about Daan Park? Sounds good. What time? 5 pm? Sorry, I can't. You free 11 am? Great. See you then!""]"	[[7, 8], [9, 9], [48, 49], [26, 28]]
"[""Sup! Sup. Would you want to hang out today? Sounds good. Where should we go? I don't know. How about my place? Sure! What time? How about 6 pm? Sorry, I can't. How about 4 am? Great. See you then!""]"	[[11, 12], [13, 13], [53, 54], [31, 32]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a game tomorrow? Sounds good. Where? I don't know. How about Daan Park? Ok. When should we meet? You free 12 pm? Sorry, I can't. How about 9 pm? Great. See you then!""]"	[[27, 29], [30, 30], [70, 71], [45, 47]]
"[""Heyo! Let's go to a party on Monday? Sure. Where? I don't know. How about a club? Ok. When should we meet? 11 pm? Sorry, I can't. How about 9 pm? Sounds good. See you then!""]"	[[7, 10], [11, 12], [48, 49], [26, 27]]
"[""Sup! Sup. Let's see a game on Tuesday? Sure. Where do you want to go? I don't know. How about a bar? Sounds good. What time? How about 11 pm? Sorry, I can't. How about 2 pm? Sure. See you then!""]"	[[10, 12], [13, 14], [56, 57], [33, 34]]
"[""Sup! Sup. Let's go rafting on Thursday? Sure! Where should we go? I don't know. How about the train station? OK! What time? Let's do 7 pm? Sorry, I can't. How about 1 am? OK! See you then!""]"	[[10, 13], [14, 15], [57, 58], [32, 34]]
"[""Hey. Let's see a game on Saturday? Sounds good. Where? I don't know. How about my place? Sure! When? Let's do 3 pm? Sorry, I can't. You free 8 pm? Sure! See you then!""]"	[[6, 8], [9, 10], [48, 49], [25, 26]]
"[""Sup! Sup. Would you want to go to a party today? Ok. Where should we go? I don't know. How about your place? Ok. When should we meet? How about 6 am? Sorry, I can't. You free 9 pm? OK! See you then!""]"	[[11, 14], [15, 15], [56, 57], [32, 33]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's do something on Wednesday? Great. Where do you want to go? I don't know. How about the Italian restaurant? Sure. When should we meet? Let's do 11 am? Sorry, I can't. How about 3 pm? Sounds good. See you then!""]"	[[26, 27], [28, 29], [75, 76], [48, 50]]
"[""Hey. Do you want to ice skating on Sunday? Great. Where do you want to go? I don't know. How about the train station? OK! When should we meet? How about 11 am? Sorry, I can't. Let's do 2 am? OK! See you then!""]"	[[7, 8], [9, 10], [56, 57], [29, 31]]
"[""Yo, what's up? Nothing much. Would you want to see a game on Saturday? Sounds good. Where should we meet? I don't know. How about your place? OK! When should we meet? You free 12 pm? Sorry, I can't. You free 4 pm? Great. See you then!""]"	[[15, 17], [18, 19], [61, 62], [37, 38]]
"[""Sup! Sup. Let's bake on Tuesday? OK! Where? I don't know. How about your place? Sure. When should we meet? You free 12 pm? Sorry, I can't. How about 9 am? Great. See you then!""]"	[[10, 11], [12, 13], [51, 52], [27, 28]]
"[""Sup! Sup. Let's bake on Wednesday? OK! Where should we meet? I don't know. How about the theme park? Sounds good. When should we meet? You free 10 am? Sorry, I can't. You free 1 pm? Sounds good. See you then!""]"	[[10, 11], [12, 13], [56, 57], [30, 32]]
"[""Heyo! Do you want to do something today? Sure. Where? I don't know. How about Daan Park? Sounds good. When? Let's do 8 pm? Sorry, I can't. Let's do 10 am? Sounds good. See you then!""]"	[[8, 9], [10, 10], [51, 52], [24, 26]]
"[""Sup! Sup. Do you want to grab coffee tomorrow? Sure! Where should we meet? I don't know. How about the theme park? Sounds good. What time? You free 6 am? Sorry, I can't. Let's do 3 am? Great. See you then!""]"	[[11, 12], [13, 13], [56, 57], [30, 32]]
"[""Heyo! Let's see a concert on Tuesday? Great. Where do you want to go? I don't know. How about a club? Sure. When should we meet? How about 4 am? Sorry, I can't. How about 8 pm? Sounds good. See you then!""]"	[[7, 9], [10, 11], [54, 55], [30, 31]]
"[""Heyo! Would you want to go somewhere on Sunday? Sure! Where do you want to go? I don't know. How about the mall? Ok. When should we meet? Let's do 6 am? Sorry, I can't. 11 am? OK! See you then!""]"	[[8, 9], [10, 11], [54, 55], [30, 31]]
"[""Hey. Do you want to go to a party on Sunday? Great. Where? I don't know. How about the theme park? Sounds good. What time? How about 6 am? Sorry, I can't. 3 pm? Sounds good. See you then!""]"	[[7, 10], [11, 12], [48, 49], [26, 28]]
"[""Yo, what's up? Nothing much. Do you want to grab coffee on Tuesday? Sounds good. Where do you want to go? I don't know. How about a club? OK! When? How about 7 pm? Sorry, I can't. You free 4 pm? Sure. See you then!""]"	[[15, 16], [17, 18], [59, 60], [38, 39]]
"[""Yo, what's up? Nothing much. Would you want to grab coffee tomorrow? Sure! Where? I don't know. How about your place? Ok. When should we meet? 2 pm? Sorry, I can't. How about 3 pm? Sure! See you then!""]"	[[15, 16], [17, 17], [53, 54], [31, 32]]
"[""Heyo! Would you want to go somewhere on Sunday? Sure. Where should we meet? I don't know. How about the Japanese place? Sure. When? 2 am? Sorry, I can't. You free 5 pm? Ok. See you then!""]"	[[8, 9], [10, 11], [48, 49], [28, 30]]
"[""Yo, what's up? Nothing much. Let's see a movie on Thursday? Sure. Where should we meet? I don't know. How about the Italian restaurant? Sure! When should we meet? How about 11 pm? Sorry, I can't. You free 3 pm? Great. See you then!""]"	[[14, 16], [17, 18], [60, 61], [35, 37]]
"[""Hey. Would you want to see a concert on Tuesday? OK! Where should we meet? I don't know. How about the train station? Great. What time? midnight, noon? Sorry, I can't. 5 pm? Sounds good. See you then!""]"	[[7, 9], [10, 11], [48, 49], [28, 30]]
"[""Heyo! Do you want to grab lunch today? Sounds good. Where? I don't know. How about your place? OK! When? 1 am? Sorry, I can't. Let's do 4 am? Great. See you then!""]"	[[8, 9], [10, 10], [46, 47], [25, 26]]
"[""Hey. Do you want to watch a movie on Wednesday? Sure! Where? I don't know. How about the mall? Ok. When should we meet? How about 5 am? Sorry, I can't. 6 am? Great. See you then!""]"	[[7, 9], [10, 11], [47, 48], [25, 26]]
"[""Hey. Do you want to see a game on Monday? Sounds good. Where? I don't know. How about the theme park? Sure! When? 11 am? Sorry, I can't. How about 4 am? OK! See you then!""]"	[[7, 9], [10, 11], [46, 47], [26, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to catch up on Monday? Sounds good. Where do you want to go? I don't know. How about your place? Great. When? You free 6 pm? Sorry, I can't. 9 pm? Sure! See you then!""]"	[[27, 28], [29, 30], [69, 70], [50, 51]]
"[""Yo, what's up? Nothing much. Do you want to see a concert on Monday? OK! Where? I don't know. How about a club? Sure! What time? How about 5 pm? Sorry, I can't. Let's do 11 pm? OK! See you then!""]"	[[15, 17], [18, 19], [57, 58], [33, 34]]
"[""Hey. Let's go bowling on Tuesday? Great. Where should we meet? I don't know. How about your place? Sounds good. When should we meet? You free 8 pm? Sorry, I can't. How about 5 am? Great. See you then!""]"	[[6, 7], [8, 9], [51, 52], [26, 27]]
"[""Sup! Sup. Let's watch a movie on Tuesday? Sure. Where? I don't know. How about the Japanese place? Ok. What time? How about 4 am? Sorry, I can't. Let's do midnight, noon? OK! See you then!""]"	[[10, 12], [13, 14], [53, 55], [28, 30]]
"[""Yo, what's up? Nothing much. Would you want to go swimming on Friday? Sounds good. Where? I don't know. How about a bar? Sounds good. What time? Let's do 5 pm? Sorry, I can't. How about 4 pm? Ok. See you then!""]"	[[15, 16], [17, 18], [58, 59], [33, 34]]
"[""Hey. Would you want to go swimming on Friday? Great. Where should we meet? I don't know. How about the Japanese place? Sure! When? How about midnight, noon? Sorry, I can't. Let's do 4 pm? Great. See you then!""]"	[[7, 8], [9, 10], [52, 53], [27, 29]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to do something on Friday? Sounds good. Where do you want to go? I don't know. How about the train station? Sounds good. When should we meet? How about 4 am? Sorry, I can't. 6 pm? Sounds good. See you then!""]"	[[27, 28], [29, 30], [74, 75], [50, 52]]
"[""Sup! Sup. Would you want to ice skating today? Sure. Where should we go? I don't know. How about the mall? OK! When should we meet? You free 11 am? Sorry, I can't. Let's do 4 pm? Sure! See you then!""]"	[[11, 12], [13, 13], [56, 57], [30, 31]]
"[""Hey. Let's see a game on Sunday? Great. Where do you want to go? I don't know. How about a bar? Sure. What time? How about 3 pm? Sorry, I can't. How about 2 pm? Ok. See you then!""]"	[[6, 8], [9, 10], [51, 52], [29, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to ice skating on Friday? OK! Where should we go? I don't know. How about a bar? Ok. When should we meet? Let's do 10 am? Sorry, I can't. How about 10 pm? Ok. See you then!""]"	[[27, 28], [29, 30], [73, 74], [47, 48]]
"[""Sup! Sup. Let's catch up on Tuesday? Ok. Where should we meet? I don't know. How about the train station? Ok. What time? How about 6 am? Sorry, I can't. Let's do 4 pm? Sounds good. See you then!""]"	[[10, 11], [12, 13], [55, 56], [30, 32]]
"[""Hey. Would you want to ice skating today? Sure. Where should we go? I don't know. How about a club? OK! When should we meet? Let's do midnight, noon? Sorry, I can't. You free 11 pm? Sure! See you then!""]"	[[7, 8], [9, 9], [53, 54], [26, 27]]
"[""Yo, what's up? Nothing much. Do you want to see a game today? Great. Where do you want to go? I don't know. How about the mall? Sure. When? Let's do 5 pm? Sorry, I can't. You free 1 pm? OK! See you then!""]"	[[15, 17], [18, 18], [60, 61], [37, 38]]
"[""Hey. Let's see a movie on Monday? Great. Where should we meet? I don't know. How about your place? Sounds good. What time? How about 9 pm? Sorry, I can't. You free 10 am? OK! See you then!""]"	[[6, 8], [9, 10], [50, 51], [27, 28]]
"[""Sup! Sup. Let's grab lunch on Thursday? Great. Where should we meet? I don't know. How about the Italian restaurant? Ok. What time? Let's do midnight, noon? Sorry, I can't. How about 2 pm? Sure! See you then!""]"	[[10, 11], [12, 13], [56, 57], [30, 32]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go somewhere tomorrow? Sure! Where should we go? I don't know. How about the Japanese place? Sure. When should we meet? Let's do 5 pm? Sorry, I can't. Let's do 5 am? Sure. See you then!""]"	[[26, 27], [28, 28], [74, 75], [45, 47]]
"[""Yo, what's up? Nothing much. Do you want to go to a party on Wednesday? Ok. Where should we go? I don't know. How about the Japanese place? Ok. When? Let's do 6 pm? Sorry, I can't. You free 4 am? Sure. See you then!""]"	[[15, 18], [19, 20], [61, 62], [37, 39]]
"[""Sup! Sup. Do you want to see a movie on Friday? OK! Where should we go? I don't know. How about the train station? Great. What time? Let's do 1 am? Sorry, I can't. How about 6 am? Sounds good. See you then!""]"	[[11, 13], [14, 15], [57, 58], [32, 34]]
"[""Hey. Let's grab lunch on Friday? Sure. Where should we meet? I don't know. How about the Italian restaurant? Sounds good. What time? You free 8 am? Sorry, I can't. How about 3 am? Ok. See you then!""]"	[[6, 7], [8, 9], [50, 51], [26, 28]]
"[""Hey. Let's grab coffee on Monday? Sure. Where should we meet? I don't know. How about my place? Ok. When should we meet? You free 7 pm? Sorry, I can't. 1 am? Sounds good. See you then!""]"	[[6, 7], [8, 9], [48, 49], [26, 27]]
"[""Yo, what's up? Nothing much. Do you want to see a game tomorrow? Ok. Where should we meet? I don't know. How about your place? OK! When should we meet? 1 pm? Sorry, I can't. How about 2 am? Great. See you then!""]"	[[15, 17], [18, 18], [57, 58], [35, 36]]
"[""Yo, what's up? Nothing much. Let's watch a movie on Wednesday? Sounds good. Where should we go? I don't know. How about your place? Sure! When should we meet? 11 pm? Sorry, I can't. How about 10 am? Ok. See you then!""]"	[[14, 16], [17, 18], [58, 59], [36, 37]]
"[""Hey. Let's ice skating on Saturday? Sure. Where should we go? I don't know. How about Daan Park? OK! What time? How about 2 pm? Sorry, I can't. You free 8 am? Great. See you then!""]"	[[6, 7], [8, 9], [49, 50], [26, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's ice skating on Friday? Sure! Where should we go? I don't know. How about the theme park? Sure. When? How about 7 am? Sorry, I can't. How about 6 pm? OK! See you then!""]"	[[26, 27], [28, 29], [68, 69], [46, 48]]
"[""Heyo! Let's catch up on Sunday? OK! Where? I don't know. How about a coffee shop? Sure. When? 11 pm? Sorry, I can't. How about 7 pm? Ok. See you then!""]"	[[7, 8], [9, 10], [44, 45], [24, 26]]
"[""Hey. Let's go somewhere on Thursday? Great. Where should we meet? I don't know. How about a club? OK! What time? You free 11 pm? Sorry, I can't. Let's do 7 pm? OK! See you then!""]"	[[6, 7], [8, 9], [50, 51], [26, 27]]
"[""Sup! Sup. Do you want to watch a movie tomorrow? Sure! Where should we go? I don't know. How about the mall? Ok. What time? How about 3 am? Sorry, I can't. You free 5 pm? Sure. See you then!""]"	[[11, 13], [14, 14], [53, 54], [31, 32]]
"[""Sup! Sup. Let's see a play on Friday? Sure! Where do you want to go? I don't know. How about your place? Ok. When should we meet? You free 6 am? Sorry, I can't. 3 am? OK! See you then!""]"	[[10, 12], [13, 14], [55, 56], [33, 34]]
"[""Sup! Sup. Do you want to go bowling today? Ok. Where? I don't know. How about your place? Sure! What time? Let's do 11 pm? Sorry, I can't. 5 pm? OK! See you then!""]"	[[11, 12], [13, 13], [49, 50], [27, 28]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go somewhere on Sunday? Sounds good. Where do you want to go? I don't know. How about a club? Sounds good. When? You free 12 pm? Sorry, I can't. Let's do 5 am? Sure! See you then!""]"	[[27, 28], [29, 30], [74, 75], [50, 51]]
"[""Yo, what's up? Nothing much. Do you want to grab coffee on Tuesday? Sure! Where should we go? I don't know. How about my place? Sure! When? Let's do midnight, noon? Sorry, I can't. How about 7 pm? Sounds good. See you then!""]"	[[15, 16], [17, 18], [59, 60], [35, 36]]
"[""Heyo! Would you want to grab lunch tomorrow? OK! Where? I don't know. How about the mall? Great. What time? How about 8 pm? Sorry, I can't. Let's do 2 am? Ok. See you then!""]"	[[8, 9], [10, 10], [48, 49], [24, 25]]
"[""Sup! Sup. Would you want to go bowling on Monday? Ok. Where should we go? I don't know. How about your place? Sounds good. When should we meet? 10 am? Sorry, I can't. 4 am? OK! See you then!""]"	[[11, 12], [13, 14], [52, 53], [31, 32]]
"[""Hey. Do you want to ice skating on Friday? Sounds good. Where do you want to go? I don't know. How about the mall? OK! What time? How about 9 am? Sorry, I can't. You free 5 pm? Sure. See you then!""]"	[[7, 8], [9, 10], [52, 53], [30, 31]]
"[""Yo, what's up? Nothing much. Do you want to see a game on Thursday? Sounds good. Where should we go? I don't know. How about your place? OK! When should we meet? Let's do 5 pm? Sorry, I can't. How about 7 pm? Sure. See you then!""]"	[[15, 17], [18, 19], [63, 64], [37, 38]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go to a party tomorrow? OK! Where? I don't know. How about my place? OK! When should we meet? You free 2 am? Sorry, I can't. Let's do 4 am? Sure! See you then!""]"	[[26, 29], [30, 30], [70, 71], [44, 45]]
"[""Hey. Let's go rafting on Wednesday? Sure! Where should we go? I don't know. How about the mall? Sure! When? 5 pm? Sorry, I can't. How about 1 am? Sure! See you then!""]"	[[6, 9], [10, 11], [47, 48], [28, 29]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to do something today? Sounds good. Where should we go? I don't know. How about your place? Sure. When? Let's do 9 pm? Sorry, I can't. 5 pm? OK! See you then!""]"	[[27, 28], [29, 29], [68, 69], [47, 48]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to see a game on Sunday? Sure. Where do you want to go? I don't know. How about a bar? Sounds good. When should we meet? You free 3 am? Sorry, I can't. How about midnight, noon? Great. See you then!""]"	[[27, 29], [30, 31], [75, 77], [50, 51]]
"[""Yo, what's up? Nothing much. Would you want to do something tomorrow? Sure! Where? I don't know. How about your place? Sounds good. When should we meet? You free 12 pm? Sorry, I can't. You free 5 pm? Sounds good. See you then!""]"	[[15, 16], [17, 17], [56, 57], [31, 32]]
"[""Sup! Sup. Do you want to bake on Thursday? Sounds good. Where? I don't know. How about the train station? OK! What time? How about 3 am? Sorry, I can't. 11 pm? Sounds good. See you then!""]"	[[11, 12], [13, 14], [50, 51], [29, 31]]
"[""Sup! Sup. Let's see a concert on Sunday? Sure! Where should we go? I don't know. How about the train station? Sure! When? 6 am? Sorry, I can't. Let's do 7 am? OK! See you then!""]"	[[10, 12], [13, 14], [53, 54], [31, 33]]
"[""Sup! Sup. Do you want to see a movie today? Great. Where should we go? I don't know. How about the Italian restaurant? Great. When? 4 pm? Sorry, I can't. 10 am? Sounds good. See you then!""]"	[[11, 13], [14, 14], [49, 50], [31, 33]]
"[""Hey. Would you want to see a game tomorrow? Sure. Where do you want to go? I don't know. How about the mall? Sure! What time? 4 am? Sorry, I can't. 1 am? Ok. See you then!""]"	[[7, 9], [10, 10], [47, 48], [29, 30]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to hang out today? Great. Where? I don't know. How about the train station? Sounds good. When should we meet? You free 4 am? Sorry, I can't. Let's do 6 pm? Sure! See you then!""]"	[[27, 28], [29, 29], [71, 72], [43, 45]]
"[""Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to bake on Saturday? Great. Where should we go? I don't know. How about the Japanese place? OK! When? 10 pm? Sorry, I can't. You free 7 am? Great. See you then!""]"	[[27, 28], [29, 30], [67, 68], [47, 49]]
