Text	Label
Yo, what's up? Nothing much. Would you want to grab lunch on Friday? OK! Where? How about the train station? Ok. When should we meet? How about 11 pm? Sorry, I'm busy. How about 4 pm? Great. See you there!	[[15, 16], [18, 18], [51, 52], [26, 28]]
Sup! Sup. Would you want to go somewhere on Saturday? Sure! When? How about 5 pm? Sorry, I'm busy. Let's do 2 pm? Sure! Where should we meet? I don't know. How about the Italian restaurant or the mall? Sure! I prefer the Italian restaurant. Great. See you there!	[[11, 12], [14, 14], [36, 37], [54, 56]]
Yo, what's up? Nothing much. Do you want to see a movie tomorrow? Sure! Where should we go? How about the theme park? Great. When should we meet? Let's do 2 pm? Sounds good. See you tomorrow!	[[15, 17], [18, 18], [44, 45], [29, 31]]
Sup! Sup. You free tomorrow? Yes. Do you want to catch up? Sounds good. Where do you want to go? How about the Japanese place? Great. See you tomorrow!	[[17, 18], [9, 9], [0, 0], [32, 34]]
Yo, what's up? Nothing much. You free on Friday? Sorry, I'll be out of town. How about today? I'm busy on today too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Do you want to see a concert today? Sounds good. What time? Let's do midnight? Sure! Where should we go? How about my place? Great. Actually, I'm busy midnight. Are you free at 6 am? Sure! See you then!	[[7, 9], [10, 10], [50, 51], [33, 34]]
Yo, what's up? Nothing much. Let's catch up tomorrow? Sure. What time should we meet? Are you free at 9 am? Sounds good. Where should we go? How about the theme park? Ok. Sorry, I have an appointment 9 am. How about 7 am? OK! See you tomorrow!	[[14, 15], [16, 16], [60, 61], [43, 45]]
Hey! Let's go somewhere on Wednesday? Ok. Where should we go? How about the train station? Sure! When should we meet? How about 6 am? Sorry, I'm busy. 5 am? OK! See you on Wednesday!	[[6, 7], [9, 9], [43, 44], [20, 22]]
Yo, what's up? Nothing much. Would you want to bake on Saturday? Sounds good. When? Are you free at 1 am? Great. Where should we meet? How about your place? Sure! See you then!	[[15, 16], [18, 18], [29, 30], [41, 42]]
Sup! Sup. Would you want to go swimming today? OK! Where do you want to go? I don't know. How about the mall? Or Xinyi? OK! Let's do the mall. What time? 7 am? Sorry, I have an appointment. 2 pm? Ok. See you then!	[[11, 12], [13, 13], [62, 63], [32, 33]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go swimming on Saturday? I can't. How about on Friday? Great. When should we meet? 2 am? Ok. See you then!	[[26, 27], [39, 39], [48, 49], [0, 0]]
Yo, what's up? Nothing much. Do you want to watch a movie on Wednesday? Sure! When should we meet? Let's do 12 pm? Ok. Where do you want to go? How about my place? Great. Actually, I have an appointment 12 pm. How about 2 am? OK! See you then!	[[15, 17], [19, 19], [62, 63], [46, 47]]
Hey! Do you want to go swimming on Tuesday? Ok. When? How about 10 pm? Sorry, I have an appointment. Are you free at 12 pm? Sure. Where do you want to go? I don't know. How about the train station or my place? Sure. Let's do the train station. Great. See you on Tuesday!	[[7, 8], [10, 10], [32, 33], [52, 54]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Sunday? Sorry, I have plans already. How about today? I'm busy on today too. That's fine, next time then. Sure. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Would you want to see a play on Sunday? Great. Where should we go? How about a club? Sure. When should we meet? How about 4 pm? Sorry, I'm busy. You free 6 am? Sure. See you there!	[[7, 9], [11, 11], [46, 47], [22, 23]]
Yo, what's up? Nothing much. Are you free on Thursday? Sorry, I have plans already. How about on Friday? I'm busy on on Friday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Let's see a game on Thursday? Sounds good. Where do you want to go? I don't know. How about my place? Or school? Great. Let's do my place. When should we meet? Are you free at midnight? Sorry, I can't. How about 12 pm? Sure! See you n!	[[6, 8], [10, 10], [65, 66], [30, 31]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Friday? Yes. Would you want to go bowling? Ok. Where? How about school? Sounds good. See you then!	[[35, 36], [27, 27], [0, 0], [44, 44]]
Yo, what's up? Nothing much. You free on Tuesday? Sorry, I'm busy... How about on Thursday? I'm busy on on Thursday too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Are you free on Monday? Sorry, I'm busy... How about on Friday? I'm busy on on Friday too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Would you want to grab lunch on Thursday? Sure. When should we meet? How about 9 pm? Sounds good. Where should we go? How about a club? Sure! Sorry, I'm busy 9 pm. Are you free at noon? Great. See you there!	[[7, 8], [10, 10], [52, 52], [34, 35]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to go to a party on Friday? OK! Where do you want to go? How about your place? Sounds good. What time? You free 9 am? Sorry, I'm busy. Are you free at noon? Sure! See you on Friday!	[[27, 30], [32, 32], [70, 70], [45, 46]]
Hey. Are you free tomorrow? Sorry, I'll be out of town. How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. You free on Friday? Sorry, I'll be out of town. How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Do you want to catch up on Friday? Great. When should we meet? 9 am? Sorry, I can't. How about 8 am? Sure. Where should we go? I don't know. How about a bar or Xinyi? Sure. Let's do a bar. Ok. See you there!	[[11, 12], [14, 14], [35, 36], [53, 54]]
Yo, what's up? Nothing much. Let's go bowling on Friday? I can't on Friday. How about on Tuesday? Ok. What time should we meet? 10 am? OK! See you on Tuesday!	[[14, 15], [29, 29], [39, 40], [0, 0]]
Sup! Sup. Would you want to watch a movie on Monday? Sure! Where should we go? How about the Italian restaurant? OK! When should we meet? How about 1 pm? Sorry, I'm busy. Are you free at noon? Sure! See you there!	[[11, 13], [15, 15], [53, 53], [26, 28]]
Hey! Are you free on Wednesday? Sorry, I have plans already. How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Let's go bowling today? Ok. When? Are you free at 12 pm? Sounds good. Where do you want to go? How about a club? Sounds good. See you there!	[[10, 11], [12, 12], [22, 23], [37, 38]]
Sup! Sup. Do you want to go swimming on Monday? Sure. When? How about 4 am? OK! Where? How about school? Great. Sorry, I can't 4 am. How about 10 am? Ok. See you on Monday!	[[11, 12], [14, 14], [46, 47], [31, 31]]
Hey! Would you want to go bowling on Friday? Great. Where do you want to go? How about my place? Sure! What time? Are you free at 6 pm? Sorry, I'm busy. How about 8 pm? Sure. See you on Friday!	[[7, 8], [10, 10], [47, 48], [23, 24]]
Hey. Do you want to see a game today? Sounds good. When? You free 9 am? Ok. Where should we go? How about the mall? Ok. See you then!	[[7, 9], [10, 10], [19, 20], [31, 32]]
Hey. Would you want to grab coffee today? Ok. What time should we meet? Let's do 6 am? Sorry, I'm busy. How about 5 pm? Sure! Where should we go? I don't know. How about your place or Daan Park? Sure! Let's do your place. OK! See you then!	[[7, 8], [9, 9], [35, 36], [53, 54]]
Sup! Sup. Let's go bowling on Monday? Sounds good. When? How about 2 am? Sorry, I'm busy. Are you free at 1 pm? Great. Where do you want to go? I don't know. How about a coffee shop or the theme park? Great. Let's do a coffee shop. Sure! See you there!	[[10, 11], [13, 13], [36, 37], [56, 58]]
Sup! Sup. Do you want to go to a party tomorrow? Sure! When? Are you free at 2 pm? Sorry, I can't. You free 2 am? Ok. Where should we go? I don't know. How about my place or a club? Ok. I prefer my place. Sure. See you then!	[[11, 14], [15, 15], [37, 38], [55, 56]]
Yo, what's up? Nothing much. Would you want to hang out on Monday? Sorry I'm busy on Monday. How about on Saturday? Sure. What time? 7 pm? OK! See you then!	[[15, 16], [31, 31], [38, 39], [0, 0]]
Sup! Sup. Are you free today? Sorry, I have plans already. How about on Thursday? I'm busy on on Thursday too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Tuesday? Yes. Do you want to go to a party? Great. Where should we go? How about the Italian restaurant? Sounds good. See you on Tuesday!	[[35, 38], [27, 27], [0, 0], [49, 51]]
Hey! Would you want to grab coffee tomorrow? Great. When should we meet? You free midnight? Great. Where do you want to go? How about your place? OK! Sorry, I have an appointment midnight. Let's do 10 am? Great. See you there!	[[7, 8], [9, 9], [50, 51], [33, 34]]
Hey. Would you want to go to a party on Monday? Sure. When should we meet? Let's do 2 pm? Sorry, I can't. You free 5 pm? Ok. Where should we meet? I don't know. How about your place or the theme park? Ok. I prefer your place. Sure. See you then!	[[7, 10], [12, 12], [37, 38], [55, 56]]
Sup! Sup. Would you want to see a game on Saturday? I can't on Saturday. How about on Sunday? Great. When should we meet? 1 am? Great. See you there!	[[11, 13], [27, 27], [36, 37], [0, 0]]
Sup! Sup. You free tomorrow? Sorry, I'll be out of town. How about today? I'm busy on today too. That's fine, next time then. Sure! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Are you free on Sunday? Yes. Do you want to go somewhere? Sounds good. Where? How about the train station? Sounds good. See you then!	[[19, 20], [11, 11], [0, 0], [29, 31]]
Hey. Let's bake on Tuesday? Sure. When? You free midnight? Sounds good. Where should we go? How about a club? OK! See you on Tuesday!	[[6, 7], [9, 9], [17, 17], [29, 30]]
Hey. Do you want to see a movie on Sunday? Great. Where should we go? How about a bar? Great. What time should we meet? Let's do 2 am? Sorry, I'm busy. How about 11 am? Ok. See you there!	[[7, 9], [11, 11], [49, 50], [22, 23]]
Hey! Would you want to see a concert on Monday? Sure. When? Are you free at 2 pm? Sounds good. Where? How about school? Ok. See you then!	[[7, 9], [11, 11], [21, 22], [31, 31]]
Yo, what's up? Nothing much. Let's see a play on Tuesday? Sure! Where do you want to go? I don't know. How about a bar? Or a club? Sounds good. Let's do a club. When? Are you free at 2 pm? Sorry, I can't. 9 am? Great. See you there!	[[14, 16], [18, 18], [70, 71], [41, 42]]
Hey. Would you want to go swimming on Wednesday? Great. When? 8 am? Sounds good. Where should we meet? How about a bar? Sounds good. Sorry, I can't 8 am. You free 8 pm? Sure. See you on Wednesday!	[[7, 8], [10, 10], [46, 47], [29, 30]]
Yo, what's up? Nothing much. Let's catch up on Monday? Sure. What time? Are you free at 3 am? Sounds good. Where should we go? How about the theme park? Great. Sorry, I have an appointment 3 am. 4 pm? Sounds good. See you on Monday!	[[14, 15], [17, 17], [56, 57], [41, 43]]
Yo, what's up? Nothing much. You free on Saturday? Yes. Let's bake? Sure! Where should we meet? How about a bar? Sure. See you on Saturday!	[[21, 22], [14, 14], [0, 0], [33, 34]]
Sup! Sup. Would you want to see a concert on Wednesday? Sounds good. When should we meet? You free 2 pm? Sorry, I can't. 11 pm? Ok. Where should we go? I don't know. How about a coffee shop or the Japanese place? Ok. Let's do a coffee shop. OK! See you then!	[[11, 13], [15, 15], [37, 38], [55, 57]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Tuesday? Yes. Let's go to a party? Sure! Where should we go? How about your place? Sounds good. See you there!	[[34, 37], [27, 27], [0, 0], [48, 49]]
Yo, what's up? Nothing much. Let's grab coffee on Tuesday? Ok. What time should we meet? You free noon? Ok. Where do you want to go? How about school? Sure! I forgot, I can't noon. You free 2 am? Ok. See you on Tuesday!	[[14, 15], [17, 17], [57, 58], [42, 42]]
Hey. Let's grab lunch on Thursday? OK! Where should we go? I don't know. How about my place? Or Xinyi? Sure. Let's do Xinyi. When should we meet? noon? Sorry, I'm busy. You free 1 am? Ok. See you then!	[[6, 7], [9, 9], [60, 61], [30, 32]]
Yo, what's up? Nothing much. Let's catch up on Sunday? Ok. When should we meet? 5 pm? Sure. Where? How about Xinyi? Sounds good. See you on Sunday!	[[14, 15], [17, 17], [26, 27], [35, 37]]
Hey. Would you want to go surfing on Sunday? Sure! When? Let's do 3 am? Sorry, I have an appointment. How about 8 pm? OK! Where? I don't know. How about the mall or the Japanese place? OK! Let's do the Japanese place. Sure! See you on Sunday!	[[7, 8], [10, 10], [32, 33], [50, 52]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go to a party on Saturday? Sure! Where do you want to go? How about a bar? OK! What time? Let's do 2 am? Sorry, I can't. Let's do 5 am? Ok. See you on Saturday!	[[27, 30], [32, 32], [71, 72], [45, 46]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to watch a movie on Sunday? Sorry I'm busy. How about on Monday? Sure! What time should we meet? 12 pm? Sure! See you there!	[[27, 29], [42, 42], [52, 53], [0, 0]]
Hey! Do you want to see a play on Wednesday? Ok. Where should we meet? I don't know. How about the Italian restaurant? Or the theme park? Sure! Let's do the theme park. What time? 4 am? Sorry, I'm busy. How about 7 pm? Sure. See you then!	[[7, 9], [11, 11], [62, 63], [33, 35]]
Hey! Let's catch up on Friday? Sure. Where? How about Daan Park? OK! When? Are you free at 3 pm? Sounds good. See you on Friday!	[[6, 7], [9, 9], [29, 30], [17, 19]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a game today? I can't today. How about on Tuesday? OK! When? 7 pm? OK! See you there!	[[26, 28], [40, 40], [46, 47], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a movie on Friday? Sounds good. Where should we go? I don't know. How about the train station? Or my place? Sure! Let's do my place. What time should we meet? You free 6 pm? Sorry, I have an appointment. 11 am? OK! See you there!	[[27, 29], [31, 31], [84, 85], [54, 55]]
Yo, what's up? Nothing much. Do you want to catch up on Monday? Sure. Where should we go? How about a bar? Great. When? Are you free at 3 am? Sorry, I can't. How about 7 pm? Sure. See you on Monday!	[[15, 16], [18, 18], [52, 53], [29, 30]]
Yo, what's up? Nothing much. You free on Sunday? Yes. Would you want to hang out? OK! Where do you want to go? How about Xinyi? Great. See you there!	[[22, 23], [14, 14], [0, 0], [36, 38]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a concert today? Sure! Where do you want to go? I don't know. How about the Japanese place? Or school? Sure. Let's do the Japanese place. When? How about 2 pm? Sorry, I'm busy. How about 5 pm? Sounds good. See you o!	[[27, 29], [30, 30], [82, 83], [49, 51]]
Hey. You free on Friday? Sorry, I'll be out of town. How about on Monday? I'm busy on on Monday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Do you want to go bowling on Sunday? Sorry I'm busy on Sunday. How about on Wednesday? Sure. What time should we meet? 3 pm? Sure. See you there!	[[7, 8], [23, 23], [33, 34], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's see a movie on Tuesday? Sure. Where? How about the train station? Sounds good. When? Let's do 11 am? Ok. See you there!	[[26, 28], [30, 30], [51, 52], [38, 40]]
Hey! Let's see a concert on Tuesday? I can't. How about tomorrow? Sure! When should we meet? 3 pm? Great. See you then!	[[6, 8], [19, 19], [28, 29], [0, 0]]
Sup! Sup. Would you want to watch a movie on Wednesday? Sounds good. What time? Are you free at 5 am? Sounds good. Where? How about Xinyi? Sure. See you then!	[[11, 13], [15, 15], [27, 28], [37, 39]]
Hey! Let's go swimming on Tuesday? Sure! What time should we meet? Let's do 4 am? Ok. Where should we go? How about the mall? Sure. Sorry, I'm busy 4 am. Let's do 7 pm? Sounds good. See you then!	[[6, 7], [9, 9], [53, 54], [35, 36]]
Hey. Do you want to go to a party tomorrow? Sounds good. Where? How about the Italian restaurant? Sounds good. When? You free 6 pm? Great. See you there!	[[7, 10], [11, 11], [31, 32], [20, 22]]
Yo, what's up? Nothing much. Do you want to hang out on Friday? Sure. Where should we go? I don't know. How about the Japanese place? Or Xinyi? Sure. Let's do the Japanese place. When should we meet? You free 4 pm? Sorry, I have an appointment. How about noon? Great. See you n!	[[15, 16], [18, 18], [73, 73], [35, 37]]
Yo, what's up? Nothing much. You free on Thursday? Sorry, I have plans already. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Do you want to go somewhere on Wednesday? I can't on Wednesday. How about tomorrow? Sure. When should we meet? 6 pm? Great. See you tomorrow!	[[15, 16], [29, 29], [38, 39], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. You free tomorrow? Sorry, I'm busy... How about on Saturday? I'm busy on on Saturday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to grab coffee on Friday? Sure! Where should we go? How about school? Ok. What time? 4 pm? Sorry, I have an appointment. You free 8 am? Sure. See you on Friday!	[[27, 28], [30, 30], [60, 61], [41, 41]]
Sup! Sup. Would you want to go to a party tomorrow? I can't tomorrow. How about on Friday? Sure. When? 1 am? Sounds good. See you on Friday!	[[11, 14], [26, 26], [32, 33], [0, 0]]
Yo, what's up? Nothing much. Do you want to go ice skating on Friday? OK! Where should we go? How about the theme park? Sure! What time should we meet? Are you free at 8 pm? OK! See you there!	[[15, 17], [19, 19], [46, 47], [30, 32]]
Yo, what's up? Nothing much. You free on Friday? Yes. Would you want to grab lunch? Sure! Where should we go? How about my place? Ok. See you then!	[[22, 23], [14, 14], [0, 0], [34, 35]]
Yo, what's up? Nothing much. Let's grab lunch today? Sorry I'm busy today. How about on Sunday? Great. When? 11 pm? Sure. See you then!	[[14, 15], [28, 28], [34, 35], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's hang out on Monday? I can't. How about on Saturday? OK! When should we meet? 11 am? Sure. See you there!	[[26, 27], [39, 39], [48, 49], [0, 0]]
Hey. You free on Monday? Yes. Let's see a movie? Ok. Where should we go? How about school? Great. See you there!	[[13, 15], [6, 6], [0, 0], [26, 26]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go surfing on Monday? Sure. Where do you want to go? How about the train station? Ok. What time should we meet? Are you free at 4 am? Sorry, I have an appointment. How about 9 pm? Sounds good. See you on Monday!	[[27, 28], [30, 30], [71, 72], [43, 45]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go surfing on Friday? Sure! Where? How about the Italian restaurant? Sounds good. What time? You free 2 pm? Sorry, I can't. How about 3 am? OK! See you there!	[[26, 27], [29, 29], [61, 62], [37, 39]]
Yo, what's up? Nothing much. Would you want to see a play on Friday? Ok. What time? Are you free at 9 pm? Sorry, I can't. How about 6 pm? Sure! Where? I don't know. How about the train station or the theme park? Sure! I prefer the train station. Sure! See you there!	[[15, 17], [19, 19], [42, 43], [57, 59]]
Yo, what's up? Nothing much. Are you free on Friday? Sorry, I have plans already. How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Are you free on Monday? Sorry, I have plans already. How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. You free on Monday? Yes. Do you want to see a game? Ok. Where should we go? How about a coffee shop? Sure. See you on Monday!	[[14, 16], [6, 6], [0, 0], [27, 29]]
Sup! Sup. You free on Tuesday? Yes. Let's go surfing? Sure! Where should we go? How about the train station? Ok. See you there!	[[17, 18], [10, 10], [0, 0], [29, 31]]
Yo, what's up? Nothing much. Do you want to go rafting on Thursday? Ok. Where do you want to go? I don't know. How about school? Or the zoo? Great. Let's do the zoo. What time? You free 2 am? Sorry, I can't. How about 12 pm? Great. See you there!	[[15, 18], [20, 20], [71, 72], [42, 43]]
Yo, what's up? Nothing much. Would you want to see a movie on Tuesday? I can't on Tuesday. How about on Sunday? OK! When? 4 am? Sure! See you then!	[[15, 17], [31, 31], [37, 38], [0, 0]]
Hey! Let's go ice skating on Wednesday? Great. When should we meet? How about 12 pm? Great. Where? How about the Japanese place? Ok. Actually, I can't 12 pm. 5 am? Sounds good. See you then!	[[6, 8], [10, 10], [45, 46], [30, 32]]
Sup! Sup. Let's see a movie on Wednesday? Sure! Where should we go? How about a coffee shop? Sure! When? You free 3 am? Sorry, I have an appointment. 9 pm? Sure! See you on Wednesday!	[[10, 12], [14, 14], [45, 46], [25, 27]]
Yo, what's up? Nothing much. Would you want to go ice skating on Friday? I can't on Friday. How about on Monday? Sure. When should we meet? 9 am? Sure. See you there!	[[15, 17], [31, 31], [40, 41], [0, 0]]
Sup! Sup. Do you want to see a game on Saturday? Sure! Where should we go? How about school? Sure. What time should we meet? How about 5 pm? Great. See you on Saturday!	[[11, 13], [15, 15], [38, 39], [26, 26]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's watch a movie tomorrow? OK! Where? I don't know. How about the zoo? Or a club? Ok. Let's do a club. When? How about 7 am? Sorry, I can't. You free 7 pm? Great. See you then!	[[26, 28], [29, 29], [75, 76], [47, 48]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go swimming on Thursday? OK! Where? How about the theme park? Sounds good. What time? Are you free at 5 am? Sorry, I have an appointment. Are you free at 8 am? Great. See you there!	[[27, 28], [30, 30], [66, 67], [38, 40]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's catch up on Thursday? Sure! Where? How about a club? OK! When? How about 5 am? Sorry, I'm busy. You free 6 pm? Sure. See you there!	[[26, 27], [29, 29], [58, 59], [37, 38]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to bake on Wednesday? OK! When? Are you free at 11 pm? Sounds good. Where do you want to go? How about a club? OK! See you on Wednesday!	[[27, 28], [30, 30], [40, 41], [55, 56]]
Hey! Let's see a concert on Friday? Sure! When should we meet? How about 2 am? Sorry, I can't. You free 8 am? Great. Where do you want to go? I don't know. How about school or your place? Great. I prefer school. Great. See you on Friday!	[[6, 8], [10, 10], [33, 34], [53, 53]]
Sup! Sup. Are you free on Saturday? Sorry, I'm busy... How about on Tuesday? I'm busy on on Tuesday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Let's go swimming on Saturday? Sure! Where? How about the zoo? Sure! When? Are you free at midnight? Sure. See you there!	[[6, 7], [9, 9], [28, 28], [17, 18]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Let's go ice skating tomorrow? Ok. What time should we meet? Are you free at noon? Sorry, I'm busy. How about 9 am? Sure! Where should we meet? I don't know. How about a club or the Japanese place? Sure! I prefer the Japanese place. Ok. See you then!	[[26, 28], [29, 29], [54, 55], [75, 77]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to bake on Tuesday? Ok. Where do you want to go? How about Xinyi? Sure. What time should we meet? Are you free at 2 am? Ok. See you then!	[[27, 28], [30, 30], [59, 60], [43, 45]]
Yo, what's up? Nothing much. Are you free on Tuesday? Sorry, I'm busy... How about on Monday? I'm busy on on Monday too. That's fine, next time then. OK! 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Yo, what's up? Nothing much. Are you free on Tuesday? Yes. Let's go bowling? Ok. Where should we meet? How about the Italian restaurant? Sure. See you then!	[[22, 23], [15, 15], [0, 0], [34, 36]]
Sup! Sup. Do you want to see a game on Tuesday? Sounds good. What time should we meet? Are you free at 9 am? Sounds good. Where do you want to go? How about the Italian restaurant? Great. See you then!	[[11, 13], [15, 15], [30, 31], [45, 47]]
Yo, what's up? Nothing much. Let's see a game on Sunday? OK! Where do you want to go? How about a club? Sure. What time should we meet? 7 pm? Sure! See you on Sunday!	[[14, 16], [18, 18], [42, 43], [31, 32]]
Sup! Sup. Let's catch up on Sunday? Sorry I'm busy on Sunday. How about on Friday? Sure! What time? 6 am? Sounds good. See you there!	[[10, 11], [26, 26], [33, 34], [0, 0]]
Hey! Are you free on Saturday? Sorry, I have plans already. How about on Thursday? I'm busy on on Thursday too. That's fine, next time then. Sounds good. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Sup! Sup. Do you want to catch up on Monday? I can't. How about on Sunday? Sure! When? midnight? OK! See you there!	[[11, 12], [24, 24], [30, 30], [0, 0]]
Sup! Sup. Would you want to go rafting on Monday? Sure! Where do you want to go? How about school? Ok. When? How about 2 am? Sorry, I have an appointment. Let's do 6 am? Ok. See you on Monday!	[[11, 14], [16, 16], [51, 52], [29, 29]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a movie on Friday? OK! What time? Let's do 1 am? Sorry, I have an appointment. You free 7 pm? Ok. Where? I don't know. How about a coffee shop or Xinyi? Ok. Let's do a coffee shop. OK! See you there!	[[27, 29], [31, 31], [54, 55], [69, 71]]
Hey. Would you want to go ice skating on Monday? OK! What time should we meet? 3 am? Sure! Where? How about a club? Great. I forgot, I can't 3 am. Are you free at 2 am? Sure. See you then!	[[7, 9], [11, 11], [49, 50], [30, 31]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to see a game on Saturday? Ok. What time? You free 5 am? Sure! Where? How about the train station? Great. See you on Saturday!	[[27, 29], [31, 31], [40, 41], [49, 51]]
Sup! Sup. Would you want to see a game on Wednesday? Sounds good. What time? You free 7 am? Ok. Where do you want to go? How about your place? Ok. Actually, I'm busy 7 am. How about 10 am? Ok. See you there!	[[11, 13], [15, 15], [55, 56], [39, 40]]
Hey. Do you want to grab lunch on Thursday? Sorry I'm busy on Thursday. How about on Saturday? Great. When? 3 am? Sounds good. See you there!	[[7, 8], [23, 23], [29, 30], [0, 0]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to do something on Saturday? Sounds good. What time should we meet? You free 1 pm? Sure. Where should we go? How about a coffee shop? Great. See you on Saturday!	[[27, 28], [30, 30], [43, 44], [55, 57]]
Yo, what's up? Nothing much. Are you free today? Yes. Let's see a play? OK! Where? How about my place? Sounds good. See you there!	[[21, 23], [14, 14], [0, 0], [31, 32]]
Sup! Sup. Are you free on Thursday? Sorry, I'll be out of town. How about today? I'm busy on today too. That's fine, next time then. Great. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey! Are you free on Wednesday? Yes. Do you want to do something? Ok. Where? How about the Japanese place? OK! See you then!	[[15, 16], [7, 7], [0, 0], [24, 26]]
Hey! Would you want to go bowling on Wednesday? Sure. Where do you want to go? How about my place? Great. When? 1 am? Sure. See you then!	[[7, 8], [10, 10], [30, 31], [23, 24]]
Hey. Are you free today? Sorry, I'm busy... How about on Wednesday? I'm busy on on Wednesday too. That's fine, next time then. Ok. 	[[0, 0], [0, 0], [0, 0], [0, 0]]
Hey. Do you want to grab lunch on Saturday? Ok. What time? 9 pm? Sure. Where? How about my place? Sure! Actually, I can't 9 pm. Are you free at 8 am? Sounds good. See you on Saturday!	[[7, 8], [10, 10], [44, 45], [26, 27]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Would you want to see a game on Monday? Sorry I'm busy on Monday. How about on Wednesday? Sounds good. When should we meet? 1 am? OK! See you there!	[[27, 29], [44, 44], [54, 55], [0, 0]]
Sup! Sup. Are you free on Thursday? Yes. Would you want to go to a party? Sure! Where should we go? How about my place? Sounds good. See you there!	[[19, 22], [11, 11], [0, 0], [33, 34]]
Hey, how are you doing? I’m good, and you? I’m fine, thanks. Do you want to go swimming on Friday? Sure! What time? How about 1 pm? Great. Where should we go? How about school? Great. Sorry, I have an appointment 1 pm. How about 9 am? OK! See you then!	[[27, 28], [30, 30], [66, 67], [51, 51]]
Hey. Would you want to go to a party tomorrow? Great. When should we meet? How about 10 pm? OK! Where? How about your place? Sure! See you tomorrow!	[[7, 10], [11, 11], [22, 23], [31, 32]]
Hey. Let's go to a party on Sunday? Ok. When? Are you free at 11 pm? Sorry, I have an appointment. 5 pm? Sounds good. Where? I don't know. How about a bar or school? Sounds good. Let's do a bar. Great. See you on Sunday!	[[6, 9], [11, 11], [31, 32], [47, 48]]
